marble,nonliv_prac
table,nonliv_prac
alligator,big_prac
sparrow,small_prac
snowflake,small_prac
goldfish,small_prac
mushroom,living_prac
cloud,nonliv_prac
knob,small_prac
oak,living_prac
marble,small_prac
bicycle,nonliv_prac
lizard,living_prac
knob,nonliv_prac
lizard,small_prac
bicycle,big_prac
pebble,nonliv_prac
shark,big_prac
sparrow,living_prac
lion,living_prac
goldfish,living_prac
lion,big_prac
table,big_prac
coat,big_prac
