alligator,living_prac
snowflake,nonliv_prac
bicycle,nonliv_prac
mushroom,living_prac
cloud,nonliv_prac
goldfish,living_prac
lizard,living_prac
table,nonliv_prac
marble,nonliv_prac
shark,living_prac
knob,nonliv_prac
lion,living_prac
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
