A1XOXGWBAN6HEJ:34QN5IT0T0AOKCXYJ2CEM5G91Z780T,window_resize,4293,"[1024, 529]",1423773707697
A1XOXGWBAN6HEJ:34QN5IT0T0AOKCXYJ2CEM5G91Z780T,window_resize,4127,"[1366, 675]",1423773711824
A1XOXGWBAN6HEJ:34QN5IT0T0AOKCXYJ2CEM5G91Z780T,window_resize,8613,"[1366, 768]",1423773720437
A2B8HPIZDKYKDR:3BXQMRHWK0HJLNBIBA0HGU5B1TZUM5,initialized,0,,1423771200353
A2B8HPIZDKYKDR:3BXQMRHWK0HJLNBIBA0HGU5B1TZUM5,window_resize,1,"[1024, 768]",1423771200354
A2CT4NPTC5TC1Z:3M81GAB8A1PSQT4XNLB7NOID79MQBV,initialized,0,,1422492752418
A2CT4NPTC5TC1Z:3M81GAB8A1PSQT4XNLB7NOID79MQBV,window_resize,0,"[1024, 758]",1422492752418
A2HHKBW8HQWI66:3DQQ64TANH42YUX0YQ7AFMK3RELPWV,initialized,0,,1423771212453
A2HHKBW8HQWI66:3DQQ64TANH42YUX0YQ7AFMK3RELPWV,window_resize,0,"[1154, 621]",1423771212453
A2HHKBW8HQWI66:3DQQ64TANH42YUX0YQ7AFMK3RELPWV,focus,53672,off,1423771266125
A36SM7QM8OK3H6:3LWJHTCVCD5LNKCK8ECZB3OD17IFQF,initialized,0,,1423773125086
A36SM7QM8OK3H6:3LWJHTCVCD5LNKCK8ECZB3OD17IFQF,window_resize,0,"[1018, 763]",1423773125086
A3Q198AX290HZD:3ZY8KE4ISKMAJHYA8TH3TPRZP16VQJ,initialized,0,,1423771367040
A3Q198AX290HZD:3ZY8KE4ISKMAJHYA8TH3TPRZP16VQJ,window_resize,0,"[1024, 680]",1423771367040
A3Q198AX290HZD:3ZY8KE4ISKMAJHYA8TH3TPRZP16VQJ,focus,22275,off,1423771389315
A3Q198AX290HZD:3ZY8KE4ISKMAJHYA8TH3TPRZP16VQJ,focus,38082,on,1423771427397
A3R25SV8HUGML2:308Q0PEVB9WZ5CXOSK7YS5BG7Z6I9N,initialized,0,,1423772436490
A3R25SV8HUGML2:308Q0PEVB9WZ5CXOSK7YS5BG7Z6I9N,window_resize,1,"[1024, 768]",1423772436491
A48WNR6C4CI3J:33CID57105CFGBGEWE31T80MOBRL3O,initialized,0,,1423773240678
A48WNR6C4CI3J:33CID57105CFGBGEWE31T80MOBRL3O,window_resize,1,"[1024, 768]",1423773240679
AA3L3CZRK6VIR:3Z4AIRP3C7WE62JONTS6G9GCX0LX1S,initialized,0,,1423772234710
AA3L3CZRK6VIR:3Z4AIRP3C7WE62JONTS6G9GCX0LX1S,window_resize,0,"[1360, 664]",1423772234710
AA3L3CZRK6VIR:3Z4AIRP3C7WE62JONTS6G9GCX0LX1S,focus,253,on,1423772234963
AEXYBW3COL9JM:3L70J4KAZH5W2KR7SCKNX36NLCGADS,initialized,0,,1423771249626
AEXYBW3COL9JM:3L70J4KAZH5W2KR7SCKNX36NLCGADS,window_resize,0,"[1366, 686]",1423771249626
AEXYBW3COL9JM:3L70J4KAZH5W2KR7SCKNX36NLCGADS,focus,156,on,1423771249782
AEXYBW3COL9JM:3L70J4KAZH5W2KR7SCKNX36NLCGADS,focus,8268,off,1423771258050
AEXYBW3COL9JM:3L70J4KAZH5W2KR7SCKNX36NLCGADS,focus,2689,on,1423771260739
AHJQDF8PAHVDP:3M0NZ3JDP2H2ZFKMPYI3GK94HGP5ZG,initialized,0,,1423783692813
AHJQDF8PAHVDP:3M0NZ3JDP2H2ZFKMPYI3GK94HGP5ZG,window_resize,0,"[1008, 702]",1423783692813
AHJQDF8PAHVDP:3M0NZ3JDP2H2ZFKMPYI3GK94HGP5ZG,focus,4904,off,1423783697717
AHJQDF8PAHVDP:3M0NZ3JDP2H2ZFKMPYI3GK94HGP5ZG,focus,636261,on,1423784333978
AHJQDF8PAHVDP:3M0NZ3JDP2H2ZFKMPYI3GK94HGP5ZG,focus,297575,off,1423784631553
AHJQDF8PAHVDP:3M0NZ3JDP2H2ZFKMPYI3GK94HGP5ZG,focus,2410,on,1423784633963
AHJQDF8PAHVDP:3M0NZ3JDP2H2ZFKMPYI3GK94HGP5ZG,focus,1701,off,1423784635664
AHJQDF8PAHVDP:3M0NZ3JDP2H2ZFKMPYI3GK94HGP5ZG,focus,4525,on,1423784640189
AKLV0WIZZ356X:3JNQLM5FT55QVTKVSEPWAYVUIXQ2LT,initialized,0,,1423773496922
AKLV0WIZZ356X:3JNQLM5FT55QVTKVSEPWAYVUIXQ2LT,window_resize,1,"[1024, 768]",1423773496923
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,initialized,0,,1423777763167
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,window_resize,0,"[1024, 768]",1423777763167
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,focus,381,on,1423777763548
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,focus,7097,off,1423777770645
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,window_resize,336,"[1024, 732]",1423777770981
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,focus,4677,on,1423777775658
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,window_resize,362,"[1024, 768]",1423777776020
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,focus,1233,off,1423777777253
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,window_resize,324,"[1024, 732]",1423777777577
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,focus,4685,on,1423777782262
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,window_resize,363,"[1024, 768]",1423777782625
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,focus,6008,off,1423777788633
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,window_resize,324,"[1024, 732]",1423777788957
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,focus,4685,on,1423777793642
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,focus,130,off,1423777793772
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,window_resize,244,"[1024, 732]",1423777794016
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,window_resize,7204,"[1024, 768]",1423777801220
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,focus,2177,on,1423777803397
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,focus,2209,off,1423777805606
AN3F3H70WHNAM:3TGOYF991Y52YVGRKCR374M5EF5UU0,focus,6698,on,1423777812304
AO7FM98CP90CL:3WAKVUDHUXZ00K4V74YSXC8L648U7Y,initialized,0,,1423778448277
AO7FM98CP90CL:3WAKVUDHUXZ00K4V74YSXC8L648U7Y,window_resize,1,"[1024, 711]",1423778448278
AVHZJ2HQJG3NB:3TK8OJTYM24PJ5XV8G2ETK1PK5KVPS,initialized,0,,1423771259179
AVHZJ2HQJG3NB:3TK8OJTYM24PJ5XV8G2ETK1PK5KVPS,window_resize,0,"[1022, 767]",1423771259179
AVHZJ2HQJG3NB:3TK8OJTYM24PJ5XV8G2ETK1PK5KVPS,focus,335,on,1423771259514
AVI7K876BV3QL:3S4AW7T80C10Y7ZIWS8K3DSS2BML48,initialized,0,,1423771887812
AVI7K876BV3QL:3S4AW7T80C10Y7ZIWS8K3DSS2BML48,window_resize,1,"[1024, 768]",1423771887813
